recipe_name,ingredients,time_preparation,calories,intolerances,recipe_url,recipe_image_url,category
Salteado de verduras con majado de tomate,"['berenjenas', 'champiñones', 'zanahoria', 'calabazas', 'pimienta negra', 'tomates', 'tomates cereza', 'perejil', 'cebolla morada', 'dientes de ajo', 'aceite de oliva', 'almendras', 'avellanas', 'romero', 'sal']",45 min,150 Cal,[],https://www.lecturas.com/recetas/salteado-verduras-majado-tomate_440.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-de-verduras-con-majado-de-tomate_fa248f08_800x800.jpg,Verduras
Verduras asadas con gambas salteadas,"['pimiento rojo', 'calabaza', 'espárrago verde', 'diente de ajo', 'cebolleta', 'gamba', 'pimienta negra', 'tomillo', 'zumo de limón', 'sal', 'aceite de oliva']",75 min,175 Cal,[],https://www.lecturas.com/recetas/verduras-asadas-gambas-salteadas_448.html,https://content-recetas.lecturas.com/medio/2018/07/19/verduras-asadas-con-gambas-salteadas_79506ad4_800x800.jpg,Verduras
Tronquitos de calabacín rellenos de verduras y salmón,"['calabacines', 'cebolla', 'dientes de ajo', 'zanahoria', 'cebollino', 'champiñones', 'salmón', 'zumo de limón', 'vino blanco', 'aceite de oliva', 'sal', 'pimienta negra']",35 min,175 Cal,"['Sin gluten', 'Sin lactosa', 'Sin huevo']",https://www.lecturas.com/recetas/tronquitos-calabacin-rellenos-verduras-y-salmon_449.html,https://content-recetas.lecturas.com/medio/2018/07/19/tronquitos-de-calabacin-relleno-de-verduras-y-salmon_7efdb70c_800x800.jpg,Verduras
Quiche de pimientos y jamón de pavo,"['pasta brisa', 'huevo', 'nata líquida', 'pimiento rojo', 'pimiento verde', 'pimiento amarillo', 'pimienta negra', 'cebolla', 'diente de ajo', 'jamón de pavo', 'queso rallado', 'orégano', 'aceitunas negras sin hueso', 'aceite de oliva']",60 min,310 Cal,[],https://www.lecturas.com/recetas/quiche-pimientos-y-jamon-pavo_461.html,https://content-recetas.lecturas.com/medio/2018/07/19/quiche-de-pimientos-y-jamon-de-pavo_c0c76327_800x800.jpg,Verduras
Verduras marinadas con hierbas y limón,"['zanahoria', 'calabacín', 'berenjena', 'limón', 'calabaza', 'tomate pera', 'diente de ajo', 'cebolleta', 'pimienta negra', 'romero', 'tomillo', 'sal', 'aceite de oliva']",60 min,120 Cal,"['Sin gluten', 'Sin lactosa', 'Preparación con antelación']",https://www.lecturas.com/recetas/verduras-marinadas-hierbas-y-limon_462.html,https://content-recetas.lecturas.com/medio/2018/07/19/verduras-marinadas-con-hierbas-y-limon_adc323f8_800x800.jpg,Verduras
Calabacines rellenos con salpicón de verduras,"['calabacín', 'zanahoria', 'tomate', 'cebolla morada', 'pimiento rojo', 'pimiento verde', 'cebollino', 'pimienta negra', 'aceite de oliva', 'vinagre de jerez', 'sal']",50 min,180 Cal,"['Sin gluten', 'Sin lactosa', 'Baja en sodio']",https://www.lecturas.com/recetas/calabacines-rellenos-salpicon-verduras_464.html,https://content-recetas.lecturas.com/medio/2018/07/19/calabacines-rellenos-de-salpicon-de-verduras_30f01ca2_800x800.jpg,Verduras
Patatas baby salteadas con tomates y jamón,"['patatas tipo baby', 'tomates secos', 'jamón serrano en una loncha para hacer tacos', 'cebolleta', 'perejil', 'diente de ajo', 'aceite de oliva', 'sal', 'vinagre', 'pimienta negra']",10 min,290 Cal,['Sin gluten'],https://www.lecturas.com/recetas/patatas-baby-salteadas-tomates-y-jamon_479.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatitas-baby-salteadas-con-tomates-y-jamon_9a5f1284_800x800.jpg,Verduras
Pastelito de patata con espinacas,"['patata', 'huevos', 'mantequilla', 'espinacas', 'harina', 'aceite de oliva', 'nuez moscada', 'pimienta negra', 'sal', 'zanahorias', 'vinagre de jerez']",50 min,,['Sin gluten'],https://www.lecturas.com/recetas/pastelito-patata-espinacas_507.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-pastelitos-de-patata-con-espinacas-resultado-final_df886627_800x800.jpg,Verduras
Hamburguesa vegetal,"['patatas medianas', 'zanahorias', 'pimiento verde', 'pimiento rojo', 'cebolla', 'diente de ajo', 'perejil unas hojas', 'aceite de oliva', 'panecillos de semillas', 'lechuga unas hojas', 'tomates', 'sal', 'pimienta negra']",50 min,259 Cal,"['Sin lactosa', 'Preparación con antelación']",https://www.lecturas.com/recetas/hamburguesa-vegetal_593.html,https://content-recetas.lecturas.com/medio/2018/07/19/hamburguesa-vegetal_dbc16133_800x800.jpg,Verduras
Salteado con gambas y setas de primavera,"['arroz largo', 'seta de primavera', 'puerro', 'ajete', 'perejil', 'cola de gamba', 'aceite de oliva', 'sal', 'pimienta negra']",35 min,,[],https://www.lecturas.com/recetas/salteado-gambas-y-setas-primavera_602.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-con-gambas-y-setas-de-primavera_df4c8c42_800x800.jpg,Verduras
"Judías verdes salteadas con tomate, ajo y alcaparras","['judía verde', 'tomate', 'diente de ajo', 'alcaparra', 'albahaca', 'sal', 'aceite de oliva']",30 min,210 Cal,"['Sin gluten', 'Sin lactosa']",https://www.lecturas.com/recetas/judias-verdes-salteadas-tomate-ajo-y-alcaparras_612.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-salteadas-con-tomate-ajo-y-alcaparras_bfa98894_800x800.jpg,Verduras
Habas con bacalao y vinagreta de hortalizas,"['habas', 'bacalao desalado', 'tomates secos', 'vinagre de jerez', 'cebolleta', 'perejil', 'sal', 'aceite de oliva', 'pimienta negra']",35 min,,"['Sin gluten', 'Sin lactosa']",https://www.lecturas.com/recetas/habas-bacalao-y-vinagreta-hortalizas_617.html,https://content-recetas.lecturas.com/medio/2018/07/19/habas-con-bacalao-y-vinagreta-de-hortalizas_9689be92_800x800.jpg,Verduras
Salpicón de hortalizas y legumbres,"['espárrago verde', 'guisantes', 'habas', 'cebolleta', 'tomate', 'coliflor', 'vinagre de jerez', 'aceite de oliva', 'cebollino', 'sal', 'pimienta negra']",25 min,,"['Sin gluten', 'Sin lactosa', 'Baja en sodio', 'Preparación con antelación']",https://www.lecturas.com/recetas/salpicon-hortalizas-y-legumbres_618.html,https://content-recetas.lecturas.com/medio/2018/07/19/salpicon-de-hortalizas-y-legumbres_0a654cc9_800x800.jpg,Verduras
Chips de alcachofa con mayonesa al limón,"['alcachofa', 'harina', 'huevo', 'salsa mayonesa', 'limón', 'perejil', 'sal', 'aceite de oliva']",25 min,,[],https://www.lecturas.com/recetas/chips-alcachofa-mayonesa-limon_619.html,https://content-recetas.lecturas.com/medio/2018/07/19/chips-de-alcachofa-con-mayonesa-al-limon_718b1b04_800x800.jpg,Verduras
Dados de patata rellenos de salsa picante,"['patatas', 'espárragos verdes', 'cebolletas', 'ajos', 'cayenas', 'pimentón dulce', 'pimentón picante', 'harina', 'caldo de pollo', 'aceite de oliva', 'sal']",40 min,,['Sin lactosa'],https://www.lecturas.com/recetas/dados-patata-rellenos-salsa-picante_651.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-dados-de-patata-rellenos-de-salsa-picante-resultado-final_912fba33_800x800.jpg,Verduras
Timbal de calabaza y patata,"['calabazas', 'patatas', 'puerros', 'miel', 'semillas de sésamo', 'caldo de pollo', 'menta', 'aceite de oliva con aroma de trufa', 'sal', 'pimienta negra']",60 min,,"['Sin lactosa', 'Sin gluten']",https://www.lecturas.com/recetas/timbal-calabaza-y-patata_680.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-timbal-de-calabaza-y-patata-resultado-final_76e3c549_800x800.jpg,Verduras
Calabacines gratinados,"['calabacín', 'diente de ajo', 'pan rallado', 'almendras picadas', 'clara de huevo', 'perejil', 'queso cheddar en lonchas', 'pimentón dulce', 'sal', 'aceite de oliva']",30 min,,[],https://www.lecturas.com/recetas/calabacines-gratinados_689.html,https://content-recetas.lecturas.com/medio/2018/07/19/calabacines-gratinados_97c9f8ef_800x800.jpg,Verduras
Pinchito de alcachofa con anchoas,"['corazones de alcachofa', 'aceitunas rellenas de anchoa', 'filetes de anchoa', 'vinagre para la salsa', 'pimentón dulce para la salsa', 'pimienta negra para la salsa']",10 min,,"['Sin gluten', 'Sin huevo', 'Sin lactosa', 'Preparación con antelación']",https://www.lecturas.com/recetas/pinchito-alcachofa-anchoas_723.html,https://content-recetas.lecturas.com/medio/2020/01/10/muy-ligeras-con-verduras-verduras-en-tempura-hortalizas-y-champinones-alcachofa-con-anchoas_6155facb_800x800.jpg,Verduras
Judías verdes con patata y sepia,"['sepias', 'judías verdes', 'patatas', 'diente de ajo', 'perejil', 'aceite de oliva', 'sal', 'pimienta negra']",30 min,,"['Sin gluten', 'Sin lactosa', 'Baja en sodio']",https://www.lecturas.com/recetas/judias-verdes-patata-y-sepia_741.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-con-patata-y-sepia_69a92255_800x800.jpg,Verduras
Espinacas salteadas con panceta y huevo,"['espinacas', 'beicon en lonchas', 'huevo de codorniz', 'tomate cereza', 'diente de ajo', 'tomillo', 'cebolleta', 'sal', 'pimienta negra', 'aceite de oliva']",25 min,,[],https://www.lecturas.com/recetas/espinacas-salteadas-panceta-y-huevo_744.html,https://content-recetas.lecturas.com/medio/2018/07/19/espinacas-salteadas-con-panceta-y-huevo_20195e5a_800x800.jpg,Verduras
Sándwiches de patata rebozados,"['patatas', 'dientes de ajo', 'carne de ternera picada', 'carne de cerdo picada', 'claras de huevo', 'tomate', 'cebolla', 'vino blanco', 'harina', 'sal', 'aceite de oliva', 'pimienta negra']",60 min,,[],https://www.lecturas.com/recetas/sandwiches-patata-rebozados_753.html,https://content-recetas.lecturas.com/medio/2018/07/19/sandwiches-de-patata-rebozados_eef12332_800x800.jpg,Verduras
Patatas y espárragos verdes con salsa de yogur,"['patatas pequeñas', 'espárragos verdes', 'diente de ajo', 'yogur desnatado', 'limón el zumo', 'menta', 'cebollino', 'aceite de oliva', 'sal']",35 min,169 Cal,['Sin gluten'],https://www.lecturas.com/recetas/patatas-y-esparragos-verdes-salsa-yogur_331.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatas-y-esparragos-verdes-con-salsa-de-yogur_f5904eeb_800x800.jpg,Verduras
Coliflor con salsa de queso y beicon,"['coliflor', 'beicon', 'nata líquida', 'queso manchego rallado', 'perejil', 'aceite de oliva', 'pimienta negra', 'sal']",25 min,315 Cal,['Sin gluten'],https://www.lecturas.com/recetas/coliflor-salsa-queso-y-beicon_260.html,https://content-recetas.lecturas.com/medio/2018/07/19/coliflor-con-salsa-de-queso-y-beicon_59195ca4_800x800.jpg,Verduras
Tempura de verduras y gambones,"['calabacín', 'zanahorias', 'pimientos rojos', 'espárragos verdes', 'gambones', 'huevo', 'harina', 'levadura', 'salsa de soja', 'vinagre de arroz', 'aceite de oliva', 'sal']",30 min,,['Sin lactosa'],https://www.lecturas.com/recetas/tempura-verduras-y-gambones_1179.html,https://content-recetas.lecturas.com/medio/2018/07/19/tempura-de-verduras-y-gambones_4423709a_800x800.jpg,Verduras
Patatas y espárragos verdes con salsa de yogur,"['patatas pequeñas', 'espárragos verdes', 'diente de ajo', 'yogur desnatado', 'limón el zumo', 'menta', 'cebollino', 'aceite de oliva', 'sal']",35 min,169 Cal,['Sin gluten'],https://www.lecturas.com/recetas/patatas-y-esparragos-verdes-salsa-yogur_331.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatas-y-esparragos-verdes-con-salsa-de-yogur_f5904eeb_800x800.jpg,Verduras
Coliflor con salsa de queso y beicon,"['coliflor', 'beicon', 'nata líquida', 'queso manchego rallado', 'perejil', 'aceite de oliva', 'pimienta negra', 'sal']",25 min,315 Cal,['Sin gluten'],https://www.lecturas.com/recetas/coliflor-salsa-queso-y-beicon_260.html,https://content-recetas.lecturas.com/medio/2018/07/19/coliflor-con-salsa-de-queso-y-beicon_59195ca4_800x800.jpg,Verduras
Tempura de verduras y gambones,"['calabacín', 'zanahorias', 'pimientos rojos', 'espárragos verdes', 'gambones', 'huevo', 'harina', 'levadura', 'salsa de soja', 'vinagre de arroz', 'aceite de oliva', 'sal']",30 min,,['Sin lactosa'],https://www.lecturas.com/recetas/tempura-verduras-y-gambones_1179.html,https://content-recetas.lecturas.com/medio/2018/07/19/tempura-de-verduras-y-gambones_4423709a_800x800.jpg,Verduras
Tarta de lentejas,"['lentejas pardinas cocidas', 'aguacates', 'zumo de remolacha', 'aceite de oliva', 'sal', 'pimienta', 'zanahorias', 'nabos', 'hinojos', 'calabacines', 'papadum de comino', 'aceite vegetal', 'brotes de acedera', 'guindillas en vinagre para el jugo de piparra', 'aceite de oliva para el jugo de piparra', 'xantana para el jugo de piparra']",12 min,,['Preparación con antelación'],https://www.lecturas.com/recetas/tarta-lentejas_8256.html,https://content-recetas.lecturas.com/medio/2019/07/17/tarta_de_lentejas_13c01c73_800x800.jpg,Legumbres
Tempura de tempeh de garbanzos con salsa sambayu,"['tempeh de garbanzos', 'aceite vegetal', 'agua casi helada para la tempura', 'harina de garbanzos para la tempura', 'almidón de maíz para la tempura', 'bicarbonato sódico para la tempura', 'salsa de soja para la salsa sambayu', 'vino de arroz para la salsa sambayu', 'zumo de naranja para la salsa sambayu', 'zumo de limón para la salsa sambayu', 'piel de limón para la salsa sambayu', 'piel de naranja para la salsa sambayu', 'ajo para la salsa sambayu', 'chile para la salsa sambayu', 'albahaca para la salsa sambayu']",7 min,,[],https://www.lecturas.com/recetas/tempura-tempeh-garbanzos-salsa-sambayu_8257.html,https://content-recetas.lecturas.com/medio/2019/07/17/tempura_de_tempeh_de_garbanzos_con_salsa_sambayu_a6490c83_800x800.jpg,Legumbres
Hamburguesa de quinoa y alubias con salsa huancaína,"['quinoa remojada 20 minutos y lavada', 'caldo de verduras', 'cebollas', 'ajos', 'zanahorias', 'nabos', 'calabacines', 'alubias pintas cocidas', 'sal', 'pimienta', 'lechuga', 'tomates maduros para el pico de gallo', 'cilantro para el pico de gallo', 'lima el zumo para el pico de gallo', 'cebollas moradas picada finamente para el pico de gallo', 'aceite de oliva para el pico de gallo', 'sal para el pico de gallo', 'pimienta para el pico de gallo', 'cebolla blanca para la salsa huancaína', 'ajo para la salsa huancaína', 'pimiento rojo para la salsa huancaína', 'pimiento verde para la salsa huancaína', 'pimiento amarillo para la salsa huancaína', 'cilantro para la salsa huancaína', 'pimiento jalapeño para la salsa huancaína', 'anacardos remojados para la salsa huancaína', 'leche vegetal para la salsa huancaína', 'miga de pan para la salsa huancaína', 'sal para la salsa huancaína', 'pimienta para la salsa huancaína']",35 min,,[],https://www.lecturas.com/recetas/hamburguesa-quinoa-y-alubias-salsa-huancaina_8258.html,https://content-recetas.lecturas.com/medio/2019/07/17/hamburguesa_de_quinoa_y_alubias_con_salsa_huancaina_f2b87667_800x800.jpg,Legumbres
Guisantes con beicon y cebolleta,"['guisantes frescos desgranados', 'cebollitas', 'beicon en lonchas', 'vino blanco', 'caldo de verduras', 'pimentón ahumado', 'laurel', 'aceite de oliva', 'sal', 'pimienta']",35 min,,[],https://www.lecturas.com/recetas/guisantes-beicon-y-cebolleta_8404.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_guisantes_con_beicon_y_cebolleta_resultado_final_10459d42_800x800.jpg,Legumbres
Hummus de guisantes,"['guisantes desgranados', 'diente de ajo', 'crema de sésamo (tahini)', 'zumo de limón', 'comino', 'bicarbonato sódico', 'sal', 'aceite de oliva virgen', 'pimentón', 'pan para las tostaditas', 'jamón serrano para las tostaditas', 'tomate cereza para las tostaditas']",30 min,,[],https://www.lecturas.com/recetas/hummus-guisantes_8406.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_hummus_de_guisantes_resultado_final_f306d856_800x800.jpg,Legumbres
Guisantes con hortalizas y arroz,"['guisantes', 'arroz salvaje', 'calabacines', 'huevos', 'cebollas rojas', 'col lombarda', 'menta', 'avellanas tostadas', 'vinagre de manzana', 'aceite de oliva', 'sal', 'pimienta']",60 min,,[],https://www.lecturas.com/recetas/guisantes-hortalizas-y-arroz_8407.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_guisantes_con_hortalizas_y_arroz_resultado_final_b1e0b6e1_800x800.jpg,Legumbres
Minitortitas de guisantes,"['guisantes', 'dientes de ajo', 'harina de garbanzos', 'cebolla', 'levadura', 'yogures griegos', 'hierbas aromáticas', 'zumo de limón', 'sal', 'aceite de oliva']",45 min,,[],https://www.lecturas.com/recetas/minitortitas-guisantes_8408.html,https://content-recetas.lecturas.com/medio/2019/07/17/minitortitas_de_guisantes_aeb26384_800x800.jpg,Legumbres
Lentejas castellanas con jamón y chorizo,"['lentejas', 'cebolla', 'jamón serrano en daditos', 'chorizos', 'pan', 'dientes de ajo', 'laurel', 'aceite de oliva', 'pimienta', 'sal']",60 min,350 Cal,"['Sin huevo', 'Preparación con antelación']",https://www.lecturas.com/recetas/lentejas-castellanas-jamon-y-chorizo_8208.html,https://content-recetas.lecturas.com/medio/2019/03/21/lentejas_castellanas_50a0aca8_800x800.jpg,Legumbres
Lentejas con verduras y chorizo,"['lentejas rojas', 'cebollas', 'zanahorias', 'calabacín', 'chorizos', 'dientes de ajo', 'perejil', 'laurel', 'aceite de oliva', 'sal']",35 min,,"['Sin gluten', 'Sin huevo']",https://www.lecturas.com/recetas/lentejas-verduras-y-chorizo_8209.html,https://content-recetas.lecturas.com/medio/2019/03/21/lentejas_con_verduras_y_chorizo_5e9d1b23_800x800.jpg,Legumbres
"Lentejas guisadas con chorizo, morcilla y patata","['lentejas', 'patata', 'chorizos pequeños', 'morcilla', 'costillas de cerdo', 'panceta', 'cebolla', 'tomate', 'dientes de ajo', 'pimiento verde', 'pimentón', 'aceite de oliva', 'laurel', 'sal']",70 min,385 Cal,"['Sin gluten', 'Sin huevo', 'Preparación con antelación']",https://www.lecturas.com/recetas/lentejas-guisadas-chorizo-morcilla-y-patata_8210.html,https://content-recetas.lecturas.com/medio/2019/03/21/lentejas_guisadas_con_patatas_y_morcilla_4e391fdc_800x800.jpg,Legumbres
Guiso de lentejas con arroz y verduras,"['lentejas', 'arroz', 'pimientos verdes', 'pimientos rojos', 'pimientos amarillos', 'calabazas', 'zanahorias', 'calabacín pequeño', 'cebolla', 'dientes de ajo', 'laurel', 'pimentón dulce', 'aceite de oliva', 'sal']",60 min,211 Cal,[],https://www.lecturas.com/recetas/guiso-lentejas-arroz-y-verduras_6439.html,https://content-recetas.lecturas.com/medio/2019/02/04/paso_a_paso_para_realizar_guiso_de_lentejas_con_arroz_y_verduras_resultado_final_db59a409_800x800.jpg,Legumbres
Curry de garbanzos con sésamo negro,"['garbanzos', 'caldo de verduras', 'cebolla mediana', 'diente de ajo', 'comino en polvo', 'cilantro molido', 'cúrcuma', 'tomate carnoso tipo pera', 'garam masala', 'semillas de sésamo negro', 'jengibre fresco rallado', 'limón su zumo', 'espinacas tiernas (opcional)', 'aceite de sésamo cucharada sopera', 'sal']",30 min,,['Sin lactosa'],https://www.lecturas.com/recetas/curry-garbanzos-sesamo-negro_3636.html,https://content-recetas.lecturas.com/medio/2018/07/19/curry-rojo-de-garbanzos_9dffc7aa_800x800.jpg,Legumbres
Alubias con morcilla,"['alubias rojas', 'puerro', 'cebolla', 'diente de ajo', 'sal', 'morcilla', 'chorizo', 'tocino salado', 'aceite de oliva virgen', 'guindilla en vinagre o piparras']",135 min,,[],https://www.lecturas.com/recetas/alubias-morcilla_3684.html,https://content-recetas.lecturas.com/medio/2018/07/19/alubias-con-morcilla_a0fc43dd_800x800.jpg,Legumbres
Estofado de lentejas con arroz,"['lentejas', 'arroz redondo', 'pencas de apio', 'zanahorias', 'salsa de tomate', 'dientes de ajo', 'caldo de pollo', 'aceite de oliva', 'tomillo', 'sal']",60 min,280 Cal,"['Sin gluten', 'Sin lactosa']",https://www.lecturas.com/recetas/estofado-lentejas-arroz_3709.html,https://content-recetas.lecturas.com/medio/2018/07/19/estofado-de-lentejas-con-arroz_8289795e_800x800.jpg,Legumbres
Guiso de alubias rojas con arroz y verduras,"['alubias rojas cocidas', 'arroz', 'zanahoria', 'tomate', 'pimiento rojo', 'pimiento verde', 'acelgas', 'diente de ajo', 'puerro', 'perejil', 'caldo de verduras', 'aceite de oliva', 'sal', 'pimienta']",45 min,355 Cal,['Sin gluten'],https://www.lecturas.com/recetas/guiso-alubias-rojas-arroz-y-verduras_3734.html,https://content-recetas.lecturas.com/medio/2018/07/19/guiso-de-alubias-rojas-con-arroz-y-verduras_33c62e9f_800x800.jpg,Legumbres
Lentejas guisadas con setas y alcachofas,"['lentejas', 'alcachofas', 'setas de temporada', 'patatas', 'puerro', 'dientes de ajo', 'calabacín', 'cebolla', 'sal', 'pimiento verde', 'perejil', 'aceite de oliva', 'pimienta']",75 min,265 Cal,[],https://www.lecturas.com/recetas/lentejas-guisadas-setas-y-alcachofas_3857.html,https://content-recetas.lecturas.com/medio/2018/07/19/lentejas-guisadas-con-setas-y-alcachofas_102c3fd9_800x800.jpg,Legumbres
Alubias estofadas con verduras,"['alubias rojas', 'fideos', 'laurel', 'pimiento verde', 'perejil', 'cebolla', 'cabeza de ajos', 'penca de apio', 'tomate', 'zanahoria', 'aceite', 'sal', 'jamón serrano en tacos', 'pimentón']",75 min,295 Cal,['Sin lactosa'],https://www.lecturas.com/recetas/alubias-estofadas-verduras_3940.html,https://content-recetas.lecturas.com/medio/2018/07/19/alubias-estofadas-con-verduras_13ee06ae_800x800.jpg,Legumbres
Lentejas guisadas con chorizo y arroz basmati,"['lentejas', 'cebolla', 'dientes de ajo', 'guindilla opcional', 'chorizos', 'arroz basmati', 'cúrcuma', 'cardamomo granos opcional', 'aceite de oliva', 'cilantro', 'sal']",80 min,342 Cal,['Preparación con antelación'],https://www.lecturas.com/recetas/lentejas-guisadas-chorizo-y-arroz-basmati_4007.html,https://content-recetas.lecturas.com/medio/2018/07/19/lentejas-guisadas-con-chorizo-y-arroz-basmati_91082828_800x800.jpg,Legumbres
Puré de lentejas con cebolla confitada,"['lentejas', 'cebollas', 'caldo de verduras', 'vinagre reducción de vinagre', 'picatostes', 'aceite de oliva', 'tomillo', 'sal', 'pimienta']",60 min,287 Cal,['Preparación con antelación'],https://www.lecturas.com/recetas/pure-lentejas-cebolla-confitada_4008.html,https://content-recetas.lecturas.com/medio/2018/07/19/pure-de-lentejas-con-cebolla-confitada_ad2877ba_800x800.jpg,Legumbres
Lentejas con estofado de hortalizas al azafrán,"['lentejas', 'zanahorias', 'calabacín', 'berenjena', 'cebolla morada', 'judías verdes', 'tomate', 'azafrán', 'aceite de oliva', 'sal', 'pimienta', 'cilantro para la vinagreta', 'diente de ajo', 'comino molino', 'aceite de oliva']",30 min,227 Cal,[],https://www.lecturas.com/recetas/lentejas-estofado-hortalizas-azafran_4009.html,https://content-recetas.lecturas.com/medio/2018/07/19/lentejas-con-estofado-de-hortalizas-al-azafran_cd2f676b_800x800.jpg,Legumbres
"Salteado de garbanzos, espinacas, beicon y cebolla morada","['garbanzos', 'cebolla morada', 'limones el zumo', 'azúcar', 'beicon en lonchas gruesas', 'dientes de ajo', 'espinacas frescas', 'comino molido', 'piñones', 'aceite de oliva', 'sal']",30 min,,[],https://www.lecturas.com/recetas/salteado-garbanzos-espinacas-beicon-y-cebolla-morada_4357.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-realizar-salteado-de-garbanzos-espinacas-beicon-y-cebolla-morada-resultado-final_2d320694_800x800.jpg,Legumbres
Lentejas estofadas con chorizo y verduras,"['lentejas', 'chorizos', 'patatas', 'zanahoria', 'espinacas', 'tomates', 'cebolla', 'dientes de ajo', 'caldo de verduras', 'pimentón dulce', 'laurel', 'aceite de oliva', 'sal', 'pimienta']",60 min,,[],https://www.lecturas.com/recetas/lentejas-estofadas-chorizo-y-verduras_4362.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-realizar-lentejas-estofadas-con-chorizo-y-verduras-resultado-final_0d4b8566_800x800.jpg,Legumbres
"Fabada asturiana con panceta, chorizo y morcilla","['fabe', 'panceta curada', 'chorizo asturianos', 'morcilla asturiana', 'sal', 'azafrán unas hebras']",45 min,625 Cal,[],https://www.lecturas.com/recetas/fabada-asturiana-panceta-chorizo-y-morcilla_4603.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-realizar-fabada-asturiana-con-panceta-chorizo-y-morcilla-resultado-final_c4645240_800x800.jpg,Legumbres
Habas a la catalana,"['habas tiernas', 'butifarras negras catalana', 'panceta curada', 'cebolletas', 'menta', 'aceite de oliva', 'sal']",35 min,,['Sin gluten'],https://www.lecturas.com/recetas/habas-a-catalana_5762.html,https://content-recetas.lecturas.com/medio/2018/11/23/habas_a_la_catalana_bd6d6570_800x800.jpg,Legumbres
Guiso de alubias con almejas,"['alubias cocidas', 'almeja', 'diente de ajo', 'cebolla', 'pimiento verde', 'vino blanco', 'caldo de pescado', 'aceite de oliva', 'sal', 'pimienta', 'perejil']",20 min,243 Cal,"['Sin gluten', 'Sin lactosa']",https://www.lecturas.com/recetas/guiso-alubias-almejas_2523.html,https://content-recetas.lecturas.com/medio/2018/07/19/guiso-de-alubias-con-almejas_fa2bff8d_800x800.jpg,Legumbres
Alubias con morcilla,"['alubias rojas', 'puerro', 'cebolla', 'diente de ajo', 'sal', 'morcilla', 'chorizo', 'tocino salado', 'aceite de oliva virgen', 'guindilla en vinagre o piparras']",135 min,,[],https://www.lecturas.com/recetas/alubias-morcilla_3684.html,https://content-recetas.lecturas.com/medio/2018/07/19/alubias-con-morcilla_a0fc43dd_800x800.jpg,Legumbres
Lentejas con estofado de hortalizas al azafrán,"['lentejas', 'zanahorias', 'calabacín', 'berenjena', 'cebolla morada', 'judías verdes', 'tomate', 'azafrán', 'aceite de oliva', 'sal', 'pimienta', 'cilantro para la vinagreta', 'diente de ajo', 'comino molino', 'aceite de oliva']",30 min,227 Cal,[],https://www.lecturas.com/recetas/lentejas-estofado-hortalizas-azafran_4009.html,https://content-recetas.lecturas.com/medio/2018/07/19/lentejas-con-estofado-de-hortalizas-al-azafran_cd2f676b_800x800.jpg,Legumbres
"Timbal de pimiento, atún y alubias","['pimiento del piquillo', 'huevos', 'ventresca de atún en conserva', 'alubias blancas en conserva', 'perejil', 'sal', 'huevo para la muselina', 'dientes de ajo para la muselina', 'aceite de girasol para la muselina', 'clara de huevo para la muselina', 'limones para la muselina', 'sal para la muselina']",20 min,183 Cal,[],https://www.lecturas.com/recetas/timbal-pimiento-atun-y-alubias_6240.html,https://content-recetas.lecturas.com/medio/2018/11/23/paso_a_paso_para_realizar_timbal_de_pimiento_atun_y_alubias_resultado_final_75ad9c95_800x800.jpg,Legumbres
Ensalada de lentejas con hortalizas y espinacas,"['lentejas pardinas', 'espinacas baby', 'zanahoria', 'cebolla morada', 'pimienta verde', 'mostaza a la antigua para la vinagreta', 'aceite de oliva para la vinagreta', 'vinagre de jerez para la vinagreta', 'pimienta para la vinagreta', 'sal para la vinagreta']",9 min,185 Cal,[],https://www.lecturas.com/recetas/ensalada-lentejas-hortalizas-y-espinacas_6243.html,https://content-recetas.lecturas.com/medio/2018/11/23/paso_a_paso_para_realizar_ensalada_de_lentejas_con_hortalizas_y_espinacas_resultado_final_26b9c658_800x800.jpg,Legumbres
